content,chunkId,source
"这张图片呈现了一辆GOWEI品牌的电动三轮车的部分近景，特别突出了三轮车的把手和仪表板区域。仪表板看起来很现代，具有清晰的液晶显示屏。图片色彩鲜艳，主要以红色和黑色为主，显示了该电动三轮车的设计注重实用同时兼具美观。,GOWEI休闲电动三轮车介绍",3061a8996ab34025775c4e86a7c64c50,GOWEI
"电动两轮车的存储箱内部细节，包括位于内部的通电按钮。,GOWEI CP900电动两轮车",db1d86ef9dabec971c0bea9579f5e54e,GOWEI
展示了全景的外卖车，聚焦在前灯设计及整体造型，强调了外卖车的设计美观和实用性。,b11f311bf83105e859d015f92dd9899c,GOWEI
"特写GOWEI CP900停放在户外，集中展示车辆的正面和设计细节。,GOWEI CP900电动两轮车",18f717e1d5924d1e08bd1376c2809ca3,GOWEI
"该场景展示了新款战穹五代电摩，该电摩拥有多种颜色，包括黑色、绿色、白色和蓝色。该电摩拥有超大储物箱，并配有靠背，适合外卖行业使用。,这是一个户外电摩产品拍摄（配置拓展：战穹五代 配置:72V30A/60V30A,金宇星35 H1200W电机、12管集成控制器（35AH）、前后300-10建大轮胎、铝轮，前后对置缸碟刹（前220，后180）、带前保险杠（黑色）、带飞机把、带USB接口、铝衣架、靠背。）的场景。（2）关键词：高配置，电摩，外卖车，新车型，可定制（3）视频展示了：新款是针对外卖行业的高速电摩，动力强，续航远，拥有超大储物箱，对外可配置多种颜色，可接受OEM定制",b1ddd4721a75744f666ed5042eb2f38d,GOWEI
"完整展现了外卖车停静时的侧面全视图，重点在于车辆的整体设计和储物空间。,GOWEI 外卖车测评",9b408c2e3aeb4425bc5d3879aec7df15,GOWEI
"电动车的正面和侧面设计，具有USB充电端口的便利功能。,GOWEI CP900电动两轮车",c1e632d19e951f917cc574e3113b5d87,GOWEI
"从侧面展示GOWEI CP900，强调其动感设计和运动风格。,GOWEI CP900电动两轮车",53dd7ab92fcbcd7c2161bcbc8225fec9,GOWEI
"三轮车的后斗被抬高，仿佛在卸货的过程中。该车型可以用来搬运和自动卸载货物，非常适合于建筑工地或农场使用。整体颜色为绿色和蓝色，车身上标有“GOWEI”品牌标识，凸显了品牌形象。,GOWEI自卸货功能电动三轮车",4d4b55ecf92f1b8424c677a1489215a8,GOWEI
"这是一张展示现代两轮电动车的图片。电动车停置在一条城市街道旁，背景是一座建筑和几棵绿树。这款电动车的颜色为浅灰，车身设计简洁现代，配置有后视镜和后备箱，适合日常通勤使用。,GW-RN3--两轮电动车",562c6e929bcf12ee2a3e70486091b8dd,GOWEI
"女主角站在电动车旁，体现了车辆与人物之间的协调与时尚外观。,GOWEI CP900电动两轮车",ac96eea42b66781176d1cf28d873ff84,GOWEI
"近距离特写电动车的前部，展示灯光和车标配置。,GOWEI CP900电动两轮车",37d2331b2faba03c77ff3e835915953b,GOWEI
这张图片展示了一辆停放在街道边的白色两轮电动车（型号：GW-RN3）。电动车外观现代，色彩主要是白色和黑色，带有桔色的装饰标识。车辆配备了后视镜、前灯和一个方便的后备箱。背景是一条平静的街道、绿色的植被和一座建筑，以及停放着的其他车辆。,15231c0c29480bac6010cbc24aee2c72,GOWEI
"“网速快”四个字清晰显示，可能象征该外卖车型具备高效率和快速响应的特点，这也许是视频的标题画面或结束语。,GOWEI 外卖车测评",207e3e1a1f5e47d6f8acd8841fefe752,GOWEI
"斜角视图展示电动车，突出其整体设计和颜色搭配。,GOWEI CP900电动两轮车",d4f9c56df69e99f74c6a07b63330b57f,GOWEI
"三轮车的后斗处于正常的放下状态，完整地展示了车辆的侧面和前部。车辆设计较为坚固，前部配有圆形的大灯和明显的车牌装置，突出其适用性和功能性。车辆位于一个开放的停车区，可能是展示或待售场所。,GOWEI自卸货功能电动三轮车",4eff9d798f2d6007eb858ede857f7429,GOWEI
"女主持人操作电动车的一瞬，突出其便捷的使用性。,GOWEI CP900电动两轮车",fff5c15b7b9e23534b56c085b4f8fc1d,GOWEI
这张图片展示了一辆黑色的两轮电动车（型号：GW-RN3）的驾驶视角。我们可以看到电动车的手把部分，包括左右两侧的控制器，中间位置有一个未打开的翻盖式储物盒。手把上标有一些控制按钮和信息显示，街道和人行道作为背景。,9c6925ec3583de61b4dd4034f3b680d6,GOWEI
"电动车行驶在清新的户外道路上，展示其在实际使用中的场景。,GOWEI CP900电动两轮车",14187b3763fb70368577d623c0862595,GOWEI
"在GOWEI工厂的院子里，两位客户正在测试驾驶一辆蓝色的电动三轮车。背景是工厂的一部分，此处环境宽敞适合进行试驾。一位客户正在驾驶三轮车，另一位则在旁边步行，看起来像是在观察或指导。这为了解客户对电动三轮车的操作感受提供了实地体验的机会。,客户在GOWEI工厂试驾GOWEI电动三轮车",cc13d39da2c091de35b55f01c4794ee0,GOWEI
聚焦于电动车的底盘和悬挂系统，展示其技术细节和做工精良。,b465231e2a1280f3d2117185a32401f3,GOWEI
"这张图片展示了一辆停放在城市街道边的灰色两轮电动车，车型为GW-RN3。电动车前方设有一个圆形的大灯和两个后视镜。背景是一条宽敞的街道和一座现代化的建筑，街道旁种有绿色植物。这种电动车设计简洁而现代，适合城市日常通勤使用。,GW-RN3--两轮电动车",8c5187384f52f1d9654038a0ed70b15c,GOWEI
"图片显示一辆标有麦当劳标志的Gowei品牌电动三轮车正在街道上行驶。三轮车的车厢部分是蓝绿色，侧面贴有多个产品和品牌广告。环境中有行走的行人和丰富的植被，画面捕捉了城市的日常活动氛围。,Gowei电动三轮车日常使用",0d837917076896483166d953e2fd7bbb,GOWEI
"这张照片展示了三名男士在GOWEI工厂的户外空间进行电动三轮车的试驾活动。照片中，一名男士正在电动三轮车上操作车辆，而其他两人站在车辆旁边，其中一位似乎在和试驾者交谈或给予指导。背景是工厂的建筑，天气晴朗，环境看起来整洁。整体来看，这是一个关于产品展示和客户体验的场景。,客户在GOWEI工厂试驾GOWEI电动三轮车",6e55244068833a1baa53a870a45de67b,GOWEI
"这张图片显示了一辆两轮电动车的内部结构部分，具体是车体的一个黑色的塑料部件。这个部件表面略显光滑，中间有一个带螺丝固定的金属板。整个场景背景模糊，聚焦在电动车内部结构上。,GW-RN3--两轮电动车",df74bc6cb43a1506e2e8ba1b66f998d3,GOWEI
这张图片展示了一辆停在城市街道旁的GOWEI品牌的不锈钢电动三轮车。三轮车的设计注重实用性，具有宽大的不锈钢货箱，便于运载各种物品。背景是现代建筑和停放的汽车，突显了这种电动三轮车在现代城市环境中的使用场景。,2fb8c2ef75fa8def8e04d862957e3c9d,GOWEI
"这张图片展示了一个两轮电动车的前轮和刹车装置。轮胎上标记有“CST”和型号信息，而制动器上刻有“Govecs”品牌标志。整个装置显得较为现代和精密，背景中可以模糊地看到几个行人和停放的汽车。,GW-RN3--两轮电动车",bafc881336fd05c4cd75cc4d43456cfa,GOWEI
这张图片显示了一对戴着口罩的人乘坐在一辆装载有多种物品的蓝色Gowei品牌电动三轮车上。三轮车装载区装有多样的物品，包括厨房用具和一些容器，看起来像是用于商业或街头销售的设置。这种电动三轮车通常用于日常运输和小型商业活动，在城市和乡村地区都很常见。背景是一片绿色植被和一块带有彩色图案的大型广告牌。,f2fdfcf7727bc1ee029d524f4ebad05e,GOWEI
"这张图片展示了一辆Gowei品牌的电动三轮车停在沙砾覆盖的地面上，周围环境看起来像是干燥的灌木丛生地区。三轮车的车厢部分为蓝色，前方设有驾驶座椅和方向把手。阳光从左侧照射而来，天气看起来很晴朗。图片中也可以部分看到一位穿着黄色上衣的人站在三轮车旁边。,Gowei电动三轮车日常使用",daaa8abd18d80a7d7363f13a2e5abae7,GOWEI
这张图片显示了一辆名为“GW-RN3”的两轮电动车的车尾细节。电动车为银白色，配有后置储物箱。车尾灯设计独特，中间有一个环形的红色灯圈。电动车后牌照下方装有一个红色的反光条，提高夜间行驶的安全性。背景为一条城市道路，周围停有多辆汽车，可见部分建筑和绿化。,1087813941d99e6c96ef3309dbdb398c,GOWEI
"图中显示一辆标记有“Gowei”标志的蓝色电动三轮车停在土质道路上。三轮车的设计主要是货运型，车厢开放，边框颜色鲜明。背景是晴朗的天空和稀疏的灌木环境。此外，还有一位身穿条纹上衣的男士站在三轮车旁边。,Gowei电动三轮车日常使用",f08a7911049b26d91b6169b2d2a76ae7,GOWEI
"几名工作人员站在或坐在蓝色的车间流水线旁，正在组装或检查电动三轮车的各个部件。前景中，还可以看到不同类型的工具和部件，如电缆和小型机械部件，这些都是装配过程中的必需品。整个区域内布满了生产设备，显示出忙碌的生产氛围。,GOWEI自卸货电动三轮车生产车间",79a817dab672099be62b350576d1477f,GOWEI
"一名工作人员在处理车轮部件，周围堆放着大量的车轮和车架部件。除此之外，还可以看到其他电动三轮车部件和配件，如电缆束和金属杆。背景中的货架上整齐地堆放着更多的零部件和工具，表明这个区域是用于材料分配和前期准备工作的。,GOWEI自卸货电动三轮车生产车间",b7c96ce71211809f08c67a552bd99555,GOWEI
"该场景展示了四辆锐娜三代电动踏板车，分别为蓝色、粉色、绿色和白色。它们停放在水泥路面上，背景是绿色的树木和草坪。,素材名称：锐娜三代，应为名称为GW-RN3。

素材介绍：
（1）这是一个锐娜三代产品拍摄（配置拓展：
配置:48v20/60v20、前碟后鼓刹、213电机500W、9管集成控制器、双摇控、黑莓屏仪表，300-10真空胎、加长座垫、带USB接口、带加宽搁脚、衣架、尾箱（免拆型））的场景。
（2）关键词：休闲，女士，短途，家用，可定制
（3）视频展示了：这款锐娜三代电动踏板车，适合女士家用和短途旅行，车身采用了圆滑的设计，并配有女士喜爱的颜色，短途和旅游休闲必备，可接受OEM定制",7e65eec568e98f36bef1b07f28651386,GOWEI
"该场景展示了四辆锐娜三代电动踏板车，它们整齐地排列在一起。这些踏板车采用了圆滑的设计，并配有女士喜爱的颜色，例如白色、粉色和绿色。它们都配备了后备箱，可以方便地存放物品。这些踏板车适合女士家用和短途旅行，是休闲和旅游的理想选择。,素材名称：锐娜三代，应为名称为GW-RN3。

素材介绍：
（1）这是一个锐娜三代产品拍摄（配置拓展：
配置:48v20/60v20、前碟后鼓刹、213电机500W、9管集成控制器、双摇控、黑莓屏仪表，300-10真空胎、加长座垫、带USB接口、带加宽搁脚、衣架、尾箱（免拆型））的场景。
（2）关键词：休闲，女士，短途，家用，可定制
（3）视频展示了：这款锐娜三代电动踏板车，适合女士家用和短途旅行，车身采用了圆滑的设计，并配有女士喜爱的颜色，短途和旅游休闲必备，可接受OEM定制",f27d0eb29cb9f101a50cba387d0708cb,GOWEI
"这张图片显示了一排排整齐的GOWEI品牌蓝色电动自卸三轮车，停放在一个宽敞、明亮的仓库内。这些三轮车看起来是全新的，每辆车上都贴有明显的标志和型号。背景中的仓库内部装饰简约，地面干净，照明良好，增强了整体场景的清晰度和专业感。,GOWEI自卸货电动三轮车仓库",800bf25eebb104c17d8007555cdc359e,GOWEI
"这张图展示了电动三轮车的正面视图。特点包括蓝色的车身，明显的GOWEI品牌标志，以及整洁的前灯和车轮设计。,GOWEI自卸货电动三轮车",8e692815e0bdff9e15e4c4b73ccf6bb0,GOWEI
"此图展示了电动三轮车的侧面视图，车身侧面也带有GOWEI的品牌标志。图中还可以看到两位男士正检查或讨论车辆，穿着休闲装。,GOWEI自卸货电动三轮车",55ae793b4d7beec0515afd3dce064c67,GOWEI
"这是从侧前角度拍摄的三轮车，展示了车辆的轮廓和设计细节，如前脸格栅设计和头灯。,GOWEI自卸货电动三轮车",229529d8b380a1a6e5dd29afe3bf1239,GOWEI
"图中从另一个较高角度展示了电动三轮车的整体侧面和后部，聚焦于其货舱和结构设计。,GOWEI自卸货电动三轮车",efd2b590ea86ffb298a9c2e7e735f0d4,GOWEI
"该场景展示了多辆锐娜三代电动踏板车，它们整齐地排列在一起，车身颜色多样，包括白色、粉色、绿色等，体现了产品的多样化选择。车身设计圆润，符合女士审美，并配有尾箱、加长座垫等实用配置，适合女士家用和短途旅行。,素材名称：锐娜三代，应为名称为GW-RN3。

素材介绍：
（1）这是一个锐娜三代产品拍摄（配置拓展：
配置:48v20/60v20、前碟后鼓刹、213电机500W、9管集成控制器、双摇控、黑莓屏仪表，300-10真空胎、加长座垫、带USB接口、带加宽搁脚、衣架、尾箱（免拆型））的场景。
（2）关键词：休闲，女士，短途，家用，可定制
（3）视频展示了：这款锐娜三代电动踏板车，适合女士家用和短途旅行，车身采用了圆滑的设计，并配有女士喜爱的颜色，短途和旅游休闲必备，可接受OEM定制",f7598083f9f2ba80b8177f8ded6a380a,GOWEI
"这张图片中车辆的驾驶门被打开，展示了驾驶舱的内部结构及其简洁的设计。,GOWEI自卸货电动三轮车",76f6f8a8e37c362ac07610760c006afe,GOWEI
"该场景展示了多辆GW-Q50-B电动踏板车，它们停放在街道旁，颜色各异，包括粉色、灰色和绿色。这些踏板车都配备了后备箱，并带有“GW”的品牌标识。场景背景是街道和建筑物，营造出一种休闲和时尚的氛围。,产品名称：GW-Q50-B

2.素材介绍：
（1）这是一个休闲电动踏板车产品拍摄（配置拓展：
配置：A20/B20/C20，215电机30H1000W（彩色电机）、12管集成控制器、彩色前轮、前碟后鼓刹,300-10双色轮胎，改装件，脚踏电池盒，炫彩电镀大灯，带USB,带塑料搁脚，大座筒、飞机把、大挡风、彩色转把、电镀反光镜、高档压花座垫、铝衣架、尾箱。）的场景。
（2）关键词：中端配置配置，休闲，欧美ins风格，短途旅行，可定制
（3）视频展示了：新款是针对欧美用户打造的车型，适合女性用户，适合家庭和短途旅行，旅游景点打卡搭档，对外可配置多种颜色，可接受OEM定制",8c6eebd6804114dfe075666e4892edcb,GOWEI
这张图片展示了一款GOWEI品牌的电动三轮车，其特色在于拥有自卸货功能。图片中的三轮车已将货斗抬升，显示出卸货机制。这种三轮车常被用于运输较小型货物，其电动驱动方式有利于节能减排。背景为城市街道和现代建筑，表明这可能是在一个商业区或工业区拍摄的。,c0edff2f1f96cb093db0bd05dee48b8c,GOWEI
"这张照片显示了一辆标有“GOWEI”品牌标志的蓝色电动自卸三轮车。车辆前方设有独特的圆形LED大灯，手把上装有后视镜。三轮车停放在一个宽敞的停车场内，背景是现代化的高楼大厦和绿色的树木。,GOWEI自卸货功能电动三轮车",9bdb963b7054f9f03c2cbec28e73e8b0,GOWEI
"该场景展示了四辆GW-N60电摩，分别为蓝色、灰色、绿色和白色。电摩停放在户外停车场，背景是绿色的草坪和一些停放的汽车。电摩的配置包括72V30AH/60V30AH电池、215电机、12管集成控制器、铝轮、前后碟刹、液压杆套前减、双管液压后减、300-10轮胎、铝单撑、超大座筒、带P档、USB接口、新款黑霉仪表、铝衣架、专用靠背。,产品名称GW-N60

2.素材介绍：
（1）这是一个户外电摩产品拍摄（配置拓展：
72V30AH/60V30AH,215电机30H1000W,12管集成控制器，铝轮、前后碟刹（对置缸）、液压杆套前减、双管液压后减、300-10轮胎、铝单撑、超大座筒、带P档、USB接口、新款黑霉仪表、铝衣架、专用靠背）的场景。
（2）关键词：高配置，电摩，外卖车，新车型，可定制
（3）视频展示了：新款是针对外卖高速电摩的改进款，对原有车型增强了动力和刹车系统，进一步提升操控性，续航远，拥有超大储物箱，对外可配置多种颜色，可接受OEM定制",dfe90b0e0e35a21b6a5d4e5ca65a5299,GOWEI
"该场景展示了四辆GW-N60电摩，分别为蓝色、灰色、绿色和黑色。它们整齐地排列在停车场，展示了该款电摩的外观和颜色选择。,产品名称GW-N60

2.素材介绍：
（1）这是一个户外电摩产品拍摄（配置拓展：
72V30AH/60V30AH,215电机30H1000W,12管集成控制器，铝轮、前后碟刹（对置缸）、液压杆套前减、双管液压后减、300-10轮胎、铝单撑、超大座筒、带P档、USB接口、新款黑霉仪表、铝衣架、专用靠背）的场景。
（2）关键词：高配置，电摩，外卖车，新车型，可定制
（3）视频展示了：新款是针对外卖高速电摩的改进款，对原有车型增强了动力和刹车系统，进一步提升操控性，续航远，拥有超大储物箱，对外可配置多种颜色，可接受OEM定制",32c71510e6ac98d31139468620f89daa,GOWEI
"该场景展示了四辆GW-LN休闲电动踏板车，它们停放在户外停车场。这些踏板车采用了马卡龙配色，分别为蓝色、粉色、白色和灰色。踏板车的外观设计时尚，适合女性用户。场景中还展示了踏板车的配置，包括前碟后鼓刹、213电机500W、9管集成控制器、双摇控、黑莓屏仪表、300-10真空胎、分体座垫、带USB接口、带加宽搁脚、衣架、尾箱。,产品名称：GW-LN 2.素材介绍： （1）这是一个休闲电动踏板车产品拍摄（配置拓展：配置：A20/B20、前碟后鼓刹、213电机500W、9管集成控制器、双摇控、黑莓屏仪表，300-10真空胎、分体座垫、带USB接口、带加宽搁脚、衣架、尾箱。）的场景。 （2）关键词:休闲，马卡龙配色，女士车型，短途旅行，可定制 （3）视频展示了：新款是针对女性用户打造的车型，适合家庭和短途旅行，多种马克龙颜色可供挑选，旅游景点打卡搭档，可接受OEM定制",5cb9db2fcb029d02018150508ce4ef74,GOWEI
