start_timecode,end_timecode,scene_description,summary,id,attachment_url,file_width,file_height
01:07.8,01:08.7,展示了前轮另一个角度的高精度CNC铝制减震，提高了电动车的舒适性和稳定性。,GOWEI CP900电动两轮车,45b3dfa0f7d9d64e4ed7a63b1cd61e30,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:08.7,01:09.4,聚焦在电动车的后轮减震器和轮辋，显示了X型的强化设计和减震功能，强调了稳定性和耐用性。,GOWEI CP900电动两轮车,06340e665883891639d2c10595f504be,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:09.4,01:10.3,详细显示了后轮的减震设计和轮辋，再次强调了其高性能的减震和支撑能力。,GOWEI CP900电动两轮车,39561581d6fe1c0d8cef5e5be6f26624,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:09.7,01:11.6,展示了电动车的大规模存储区域，成排的电动车停放整齐，工厂内部设施宽敞明亮，显示出高效的存储和管理系统。,Vespa电动车工厂介绍,4af476dc493973608ec88441a75946be,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:10.3,01:12.3,电动车行驶在装饰有现代风格拱门的城市自行车道上，背景是城市高楼，突出其适用于城市环境。,GOWEI CP900电动两轮车,3b6d15f80ea5427e0daed207a366307c,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:11.6,01:14.7,展示的是大量蓝色工业电动车，突出了工厂的多样化产品线和高产量能力。,Vespa电动车工厂介绍,fc74e35b1b28de6a0ae9ee28a63d8819,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:12.3,01:15.9,驾驶者正穿戴全套安全装备（如头盔）在桥上行驶，显示电动车稳定性好，适用于多种路面。,GOWEI CP900电动两轮车,3bbafb62bdd87138b231abf012afbff5,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:14.7,01:17.5,以红色和蓝色的电动车为主，每辆车上方似乎都装有电子显示屏，可能用于展示产品信息或作为导航辅助。,Vespa电动车工厂介绍,767cea343ba88a27b143380fd869fcd2,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:15.9,01:19.4,年轻女性操作电动车，手势动作表明她可能正在讲解电动车的特点或操作方法，适用于营销展示。,GOWEI CP900电动两轮车,2385e60c19134b74c28338e998a61556,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:17.5,01:20.7,展示多款摩托车和电动车。地面干净整洁，光线充足，体现了企业对产品展示的重视。,Vespa电动车工厂介绍,05d6d8849dc7b366956f179373d06557,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:19.4,01:20.3,特写电动车头部，展示车型标志和设计细节，强调品牌识别和现代感。,GOWEI CP900电动两轮车,dbc8c728d9e66b87a7e15e9b758ba45c,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:20.3,01:21.0,座椅特写，突出舒适设计和材质，推广乘坐的舒适性。,GOWEI CP900电动两轮车,0a545e8e40a0e8a1307b411471c13ed5,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:20.7,01:25.2,一个现代化展厅中心，以一个单独的电动车放在圆形展示台上为焦点，周围环绕其他款式的电动车，展示出工厂的设计和技术水平。,Vespa电动车工厂介绍,c7c374b452238ae1ef4d51c60d3bf0e1,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:21.0,01:21.3,动态侧面视角，突出电动车在公园等户外环境的行驶表现，强调其适合休闲环境。,GOWEI CP900电动两轮车,982109cfd91f88b2f739d051015cde8e,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:21.3,01:21.6,电动车正面低角度拍摄，专注于车辆前部设计和地面的接触情况，展示良好的稳定性和设计美感。,GOWEI CP900电动两轮车,6b023ca0b0305d9025c708ec253d5228,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:21.6,01:21.9,电动车快速经过的模糊景象，表达速度感和操控性。,GOWEI CP900电动两轮车,400b4ee989a03b4484f7260117a2ab80,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:21.9,01:22.9,特写摩托车把手及其操控系统，包括启动和停止按钮，趋向于突出操控的简单性和直观性。,GOWEI CP900电动两轮车,dfb2ee97203555fd35c6a9e4d27a3df2,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:22.9,01:24.1,电动两轮车的存储箱内部细节，包括位于内部的通电按钮。,GOWEI CP900电动两轮车,db1d86ef9dabec971c0bea9579f5e54e,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:24.1,01:25.0,电动车的正面和侧面设计，具有USB充电端口的便利功能。,GOWEI CP900电动两轮车,c1e632d19e951f917cc574e3113b5d87,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:25.0,01:28.7,女主角站在电动车旁，体现了车辆与人物之间的协调与时尚外观。,GOWEI CP900电动两轮车,ac96eea42b66781176d1cf28d873ff84,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:25.2,01:32.4,以白色为主的环境中展示各式电动车，包括经典款和现代款，体现出企业的广泛产品系列。,Vespa电动车工厂介绍,72f47bcae476ecc6f02ad8acc7d64cca,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:28.7,01:30.3,女主角骑行中穿过绿意盎然的公园小径，展现出电动车在户外环境中的使用场景。,GOWEI CP900电动两轮车,c2d9d9f82e3270a161dc1c062774a090,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:30.3,01:32.9,女主角驾驶电动车的特写，突出了骑行时的动态感和轻便性。,GOWEI CP900电动两轮车,d445bfa25b5657f005184fb48a674b15,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:32.4,01:37.9,展示一排多色系列的摩托车，包括紫色和黑色等多样色彩，摆放精致，突出了产品的多样性和时尚感。,Vespa电动车工厂介绍,e7137ad6097f827baa4ca0c10d518c41,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:32.9,01:35.6,女主角下车后立于电动车旁，向观众介绍或展示电动车，背景为自然公园。,GOWEI CP900电动两轮车,38d9b2b1da55382b890b71cec688a8e0,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:35.6,01:35.6,电动车与其用户之间的互动，展示了电动车在日常生活中的应用及其便携性。,GOWEI CP900电动两轮车,8df66c3b0183ab71f8cfb7ffe9522862,17171322288115886/origin_source/1718246241_HGRMSQmP7bcQtE3T.mp4,1080,1920
01:37.9,01:40.6,特写一款高性能的摩托车，这显然是为满足性能爱好者设计的高端产品，展示出工厂的技术制造能力。,Vespa电动车工厂介绍,94c1e0a8cdc4f43d62dc8747e76b4806,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:40.6,01:47.0,展示一系列颜色丰富、设计简洁大方的电动滑板车，强调产品的便捷性和市场的年轻化趋势。,Vespa电动车工厂介绍,905833ed66303fd423fa900e7d399de1,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:47.0,01:51.8,展示了一款绿色的Vespa电动车，其特点是被设置在展示台上，背景有展示牌介绍其特性，看起来非常现代且专业。,Vespa电动车工厂介绍,5076d283da75a0482eadb87a98dd401c,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:51.8,01:54.9,另一款黑色电动车摩托放在展示台上，旁边陈列有相关的工具和设备，强调了产品的维护和实用性。,Vespa电动车工厂介绍,74d5669acb60533049a7114091a97bbe,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:54.9,01:57.0,展示了一个蓝色的三轮电动车，这种车型可能更适合于载货或工业用途。,Vespa电动车工厂介绍,36a6ff7b1028283e483e6a760a5045f4,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
01:57.0,02:03.0,展示了一条平坦宽敞的道路，一辆电动车在路上行驶，体现了这款车的实际使用环境。,Vespa电动车工厂介绍,194d375e1b8814e348c5bbf344f2c9c6,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
02:03.0,02:04.4,两名骑手在一个晴朗的日子里在城市街道上骑行，展示了电动车在户外的动态性能。,Vespa电动车工厂介绍,1ab3f7a7b97ef5536eb40f4e1876e52b,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
02:04.4,02:04.9,该场景进一步展示了两名骑手在沿途的城市景观中骑行，突出电动车的适用性和便利性。,Vespa电动车工厂介绍,73493eeebe11baf05f1208b4f495630e,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
02:04.9,02:05.5,一组电动车骑手在宽敞的街道上排成一行行驶，展示了电动车的群行特性。,Vespa电动车工厂介绍,3abad70221e960bf97ecd8e8b16ccfad,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
02:05.5,02:09.1,不同款式的电动车同时在行驶，突出了各款车型的多样性和实际应用场景。,Vespa电动车工厂介绍,d3bb7a891287d2cecbfdc46876917624,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
02:09.1,02:10.7,骑手戴着头盔驾驶一款黑色现代电动车，直接对着镜头招手，传达出友好和亲和力。,Vespa电动车工厂介绍,8fb27488d9aa8dd38e1a88a5cee676ba,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
02:10.7,02:14.1,这张图片显示的是一个现代化的、拥有干净、简洁设计的室内环境。室内主要颜色为白色，具有多个圆形拱门结构，创造出一种未来感和科技感。图像中心有一个带有“GOVEI”标志的标牌，看起来像是一个品牌或公司的标志。该环境可能是一个展示厅或接待区，设计用于展示产品或接待访客。虽然描述提到Vespa电动车工厂，但实际图像中的内容与描述不符，可能是视频中其他部分的场景。,Vespa电动车工厂介绍,2b4c818355e09cff89954137187a5652,17171322288115886/origin_source/1718246614_K2DRnz7X7dbXCi4Z.mp4,960,544
,,这张图片展示了一个标有“GOWEI电动”字样的现代化工厂大楼。图片中的建筑有两座相连的大楼和一个带遮阳设施的通道。工厂周围放置了装有货物的蓝色和白色堆栈式包装箱。工厂外观干净且维护良好，显示了其可能涉及的电动两轮车和电动三轮车的生产活动。天空晴朗，是一个典型的工业生产环境。,GOWEI电动两轮车和电动三轮车生产工厂,c4f0e3285418d80d61e81587bcda960b,17171322288115886/origin_source/1717376203-compressed-IMG_5624.JPEG,2400,1080
,,这张照片显示了一个大型的工业建筑，其外墙上有“GOWEI科技园”标志。这座蓝灰色的多层建筑位于一个清晰、阳光充足的日子中，前面有一个装饰性的岩石花园和绿色的草坪。这个设施表面上是一个生产电动三轮车的工厂。在入口前有一个带有放行标志的栅栏，表明这是一个受限的区域。,GOWEI电动三轮车制造车间,59ba7e96de25bcc2f458392a1528858b,17171322288115886/origin_source/1717374824-compressed-IMG_5623.JPEG,1440,1080
,,这张图片展示了Jiangsu GOWEI Motors Co. Ltd的主入口。图片中可以看到一座现代风格的四层建筑，建筑的前方有一块写有“江苏国威汽车有限公司”黑色石碑，碑前种植着红色的花朵和绿色植被。石碑后方，建筑的入口上方飘扬着三面旗帜。晴朗的天气和艳阳高照，使得整个场景看起来非常宁静而庄严。,GOWEI公司大门形象,58aa2c6d6674bc0bab72137bc6285bfd,17171322288115886/origin_source/1717374885-compressed-IMG_5621.JPG,1440,1080
,,这是一张位于GOWEI电动两轮车展厅的照片。展厅内环境现代且庄严，布置整齐划一，展示了多款不同样式和颜色的电动两轮车。展示区中央有几款两轮车被放置在专用的展示台上，突出其特色。背景幕墙上印有企业宣传语和图案，整个场景显得十分专业。,GOWEI电动两轮车展厅,dfaf047ecd6ed543567003f50e3ce8db,17171322288115886/origin_source/1717835794-compressed-IMG_5626.JPG,2399,1080
,,这张图片展示了GOWEI品牌的电动两轮车在展厅内整齐排列。展厅内部装潢现代，背景为灰色窗帘，地面光滑发亮。电动车颜色多样，从传统的黑白色到更亮眼的红色和蓝色，各种型号均匀展示，旨在吸引不同顾客的眼球。展厅中还有几块介绍材料和广告牌，提供关于电动车的详细信息及其技术规格。整体来看，这是一个专业且精心布置的电动车展示空间。,GOWEI电动两轮车展厅,141a0bc1f81be834b1ac87400bae0d8b,17171322288115886/origin_source/1717835800-compressed-IMG_5627.JPG,2399,1080
,,这是一张展示GOWEI品牌电动两轮车的展厅内部照片。照片中展示了多款不同设计和颜色的电动摩托车和电动踏板车，整齐排列在光滑的白色地面上。每辆车前都设有说明牌，提供车辆的相关信息。背景中有一块大型广告牌，上面写着“GOWEI 引导时尚”，下方是“电动性能的极致体验”等字样。整个场景呈现出现代、整洁的商业环境。,GOWEI电动两轮车展厅,5064118ecf70d7c5beab600692c094b4,17171322288115886/origin_source/1717835807-compressed-IMG_5628.JPG,2399,1080
,,这是一张展示GOWEI品牌电动三轮车的展厅内部照片。照片中可见展厅内排列整齐的多款电动三轮车，包括载货和载人型号，主要颜色为绿色和蓝色。展厅内部装修现代简洁，顶部装有长条形的灯具，墙壁为浅灰色，地面则铺设有深灰色地砖。在展厅中间位置有一个带有架子和信息板的展示台，上面陈列着一些电动车配件和资料。整个场景展示了一个专业的电动三轮车销售环境。,GOWEI电动三轮车展厅,d6a8fb2846bf88d481c193fe5472efaa,17171322288115886/origin_source/1717378421-compressed-IMG_5620.JPG,2400,1080
,,这是一张蓝色电动三轮车的图片。车型为GOWEI，拥有EEC认证。它配备了一个大型的蓝色货箱，适合运输货物。三轮车的设计结构看起来坚固且适用于多种路况，前面带有摩托车式的驾驶座。,GOWEI EEC认证电动三轮车,393d99f57b402af2d1ead9f5b3aef427,17171322288115886/origin_source/1718349130-compressed-IMG_5716.JPG,600,522
,,这是一张蓝色的电动三轮车的图片，具备GOWEI的EEC认证。三轮车前部设计类似于摩托车，配有灯光和前保险杠，而后部则是一个较大的货物载体，侧面有折叠的栅栏，适合运输各种货物。三轮车整体构造坚固，设计用于提高载货效率同时确保驾驶安全。,GOWEI EEC认证电动三轮车,61eb4a5cc7b7e22392d53d50a2e002e9,17171322288115886/origin_source/1718349127-compressed-IMG_5715.JPG,600,522
,,图片描述：一辆蓝色的GOWEI品牌电动三轮车，配备EEC认证，专为载货设计。三轮车的后斗可倾倒，便于装卸货物。整体设计紧凑而实用，适合各种商业用途。,GOWEI EEC认证电动三轮车,bc246631c6df02a72294376d1bde2102,17171322288115886/origin_source/1718349135-compressed-IMG_5718.JPG,600,522
,,图片显示了一辆蓝色的GOWEI牌电动三轮车，前视角。这辆三轮车配备了一个大型的前承载箱，车身两侧还印有品牌标志和“GOWEI”字样。三轮车装备了一对前大灯和清晰可见的仪表盘。整体造型现代，看似设计用于货运或小型运输任务。,GOWEI EEC认证电动三轮车,f1b7a3a6e666864b3f5565881f2c08fb,17171322288115886/origin_source/1718349132-compressed-IMG_5717.JPG,600,522
,,在GOWEI工厂的院子里，两位客户正在测试驾驶一辆蓝色的电动三轮车。背景是工厂的一部分，此处环境宽敞适合进行试驾。一位客户正在驾驶三轮车，另一位则在旁边步行，看起来像是在观察或指导。这为了解客户对电动三轮车的操作感受提供了实地体验的机会。,客户在GOWEI工厂试驾GOWEI电动三轮车,cc13d39da2c091de35b55f01c4794ee0,17171322288115886/origin_source/1713761986-compressed-IMG_5089.jpg,1080,1440
,,这张照片展示了三名男士在GOWEI工厂的户外空间进行电动三轮车的试驾活动。照片中，一名男士正在电动三轮车上操作车辆，而其他两人站在车辆旁边，其中一位似乎在和试驾者交谈或给予指导。背景是工厂的建筑，天气晴朗，环境看起来整洁。整体来看，这是一个关于产品展示和客户体验的场景。,客户在GOWEI工厂试驾GOWEI电动三轮车,6e55244068833a1baa53a870a45de67b,17171322288115886/origin_source/1713761987-compressed-IMG_5090.jpg,1080,1440
,,这张图片展示了一辆停在城市街道旁的GOWEI品牌的不锈钢电动三轮车。三轮车的设计注重实用性，具有宽大的不锈钢货箱，便于运载各种物品。背景是现代建筑和停放的汽车，突显了这种电动三轮车在现代城市环境中的使用场景。,GOWEI 不锈钢电动三轮车,2fb8c2ef75fa8def8e04d862957e3c9d,17171322288115886/origin_source/1718694470_Ahmdnjh3CjnHWFPs.jpg,2666,2000
,,这张图片展示了一辆GOWEI牌不锈钢电动三轮车的车厢部分。三轮车车厢采用全钢结构，边缘有加强的护栏，看起来非常结实耐用。车厢内部平整宽敞，可用于运输多种物品。背景是户外的道路和建筑，说明图片拍摄地点可能是城市的商业区或工业区。,GOWEI 不锈钢电动三轮车,536e82a5178588623d1535d4441aef4a,17171322288115886/origin_source/1718694470_RYcCNCTWGJjimBQW.jpg,2666,2000
,,图片展示了一辆标有“GOWEI”标志的不锈钢电动三轮车，停放在一个宽敞的院子里。这辆三轮车具有现代设计，装备了亮银色的车身和黑色轮胎，前端配有一个大型的透明灯具。背景是一些树木和一个具有现代建筑风格的建筑。整体场景在明亮的日光下显得格外清晰。,GOWEI 不锈钢电动三轮车,b5ac82d3e4c75f1b08e588ce61deffc1,17171322288115886/origin_source/1718694472_8xpssTRH22WPt2tW.jpg,2666,2000
,,图片描述：该图片展示了一名工作人员正在使用红色叉车将包装好的电动车装入写有“MAERSK”标志的大型集装箱。时间显示为傍晚，天空微微发黄。在集装箱外明显看到包装箱上印有“Forte”字样。整个场景发生在室外，地面为混凝土铺设。,GOWEI 电动车装柜,8b1f13bab32bfbc15dd1506830b6d521,17171322288115886/origin_source/1706429840-compressed-IMG_4167.JPG,1080,1920
,,图片描述：一位操作员正在使用红色的叉车向货柜装载大型包裹。图片中展示了叉车在宽敞的车间内工作，周围有多辆装载着货物的卡车和货柜，场景在白天进行，可见到天蓝的天空和远处的建筑物。,GOWEI 电动车装柜,af117b22f00524af00195cae9f76dc33,17171322288115886/origin_source/1709261490-compressed-IMG_4519.jpg,1080,1440
,,这张照片描述的是一些工人在夜间装载带有“GOWEI”标志的电动车到一辆大型货柜车内。货柜车门已经打开，内部由货物箱填满，而一些大型的纸箱放置在货柜车外侧，准备装运。整个场景在灯光的照射下，给人一种忙碌而有序的工作气氛。,GOWEI 电动车装柜,6ba263042adc2005a1a19d486604f2b0,17171322288115886/origin_source/1708168240-compressed-IMG_4412.JPG,1080,1920
,,这张图片显示了一辆GOWEI牌电动车正在装入货柜。图片中的场景发生在白天，可以看到一台叉车正在助力将包裹着保护膜的电动车逐个装载进一个开放的集装箱中。集装箱门开启，叉车司机正在操作叉车确保货物安全装入。地面上零散地散落着一些物料，如电线卷等。,GOWEI 电动车装柜,424dccc766bf87f0a6182426c4f3f704,17171322288115886/origin_source/1705136280-compressed-IMG_4078.JPG,1080,1920
,,在展会上，一位顾客正在试驾江苏GOWEI摩托车公司的电动两轮车。背景中有关于公司的介绍横幅，展示了公司的信息和产品特点。地毯为蓝色，上面有白色的花朵图案。整个场景显得专业且充满现代感。,客户试驾GOWEI电动两轮车,83cdebffe300aa0c7e70f21baebff26e,17171322288115886/origin_source/1719564947_NaTJZMZCwayrFXyS.jpg,1080,1440
,,这是一张ROCKET电动车的正面照片。电动车呈现现代化的白色设计，前部设计非常流线型，配有明亮的前灯和两个侧面后视镜。车身前端展示了锋利且具有未来感的造型，整体车型看起来既时尚又实用。图片背景为一个带有“F”标志的工业建筑。,ROCKET电动车正面照片,34058c577ef78c8c63004436932cd8c4,17171322288115886/origin_source/1720420892_zwPpRiwP64Dpd7HM.jpg,4032,3024
,,这是一张展示ROCKET电动车侧面的照片。电动车颜色主要为白色，设计现代，侧面线条流畅。前轮配有碟刹，车身侧边略显几何感。座位设计宽敞，配有棕色座垫，增添了一些复古风格。整体看来，这款电动车结合了实用性与时尚美观。,ROCKET电动车正侧面照片,8e7397dfc67a1b7e68f9328f3cfac2f1,17171322288115886/origin_source/1720420891_yWtb5QjM6EmH37MS.jpg,4032,3024
,,这是一张展示ROCKET品牌电动车的前轮和部分车身的图片。前轮设计精致，装有多辐条轮圈和碟刹系统。轮胎上标有尺寸信息“120/70-12”以及用途说明“Tubeless”，说明是不需要内胎的真空轮胎。电动车的颜色主要是白色，车身线条流畅，背景为城市街头环境。,ROCKET电动车前轮,0dc41e78f15c9b167f74f55a21a31a79,17171322288115886/origin_source/1720420886_GwcwrJKhFzhABpne.jpg,4032,3024
,,这张图片展示了一款名为ROCKET的电动车的仪表盘。仪表盘采用白色设计，中央是一个未开启的黑色屏幕，两侧配有操作按钮。左手边的按钮包括转向灯开关和远近光灯切换，而右手边的按钮控制着行车模式、喇叭和电源。整体设计简洁，功能分区明确。,ROCKET电动车仪表盘,c8ff8111d134353bf2dcc956261fef37,17171322288115886/origin_source/1720420888_7rpGDjm5ntRDieP2.jpg,4032,3024
,,这是一张展示ROCKET品牌电动车的照片。电动车呈现白色，配有棕色座椅，前轮装有防抱死制动系统。车体造型现代，整体设计流畅，背景是建筑物和深色墙面，展示了车辆的前侧面视图。,ROCKET电动车前侧面,2c749f4bb7b876a2d6a0b94d7129b2ec,17171322288115886/origin_source/1720420884_mdyymcYyaJ4FEtmf.jpg,4032,3024
,,这是一张展示ROCKET品牌电动摩托车的照片，摩托车呈现现代设计，主要颜色为白色，搭配棕色座椅。照片从侧面拍摄，清晰展示了车辆的前灯、后视镜、把手和车轮等细节。背景为均匀的灰色墙面，突出了摩托车的外观特征。,ROCKET电动车侧面,44b6c1305b21eb07273b0ba4e46bb815,17171322288115886/origin_source/1720420875_EfZfaEYTQytJ7JFS.jpg,4032,3024
,,这是一张展示ROCKET品牌电动车的调速把的图片。从图片中可以看到，电动车的调速把位于右侧，设计简洁，配有黑色的握把和银色的端部。左侧有车辆的控制按钮，包括模式切换和启动按钮。整个场景的背景为灰色的地面，突出了电动车的部件细节。,ROCKET电动车调速把,385e1d0bab1a41ec002d1f9b27418850,17171322288115886/origin_source/1720420882_7Z2it3ZQYpkfY7c6.jpg,4032,3024
,,图片显示了一辆ROCKET品牌电动车的后轮和电机部分。可以看到轮胎、刹车盘、减震器以及部分隐藏在车体下方的电动机。轮胎标有“Nylon”字样，刹车盘上有“Combined ABS”标记，暗示该电动车装备了联合防抱死制动系统。整幅图呈现了这辆电动车的部分机械细节，显示出其设计和功能性。,ROCKET电动车电机,e47b7cc3e39047eb449576cd30a00c72,17171322288115886/origin_source/1720420878_k8x2BFZMpisGR4m3.jpg,4032,3024
,,这张图片展示了一座大型的现代化工厂建筑，标有“ROCKET”和“电动车”字样的红色旗帜在建筑顶部飘扬。建筑主体是灰白色的，具有大片窗户和柱状的装饰门廊。前方有一个停放着的白色小型货车，上面写着关于宣传和服务的信息。整体场景在晴朗的天气下，给人一种整洁和专业的感觉。,ROCKET电动车工厂介绍,33b2ba2f782c1a2dc286c9c2412592e8,17171322288115886/origin_source/1717374548-compressed-IMG_5622.JPG,1440,1080
,,这是一张展示电动版Vespa摩托车的图片。摩托车呈现淡蓝色，配有棕色的座椅和一系列金属装饰，包括前后的灯光和车把上的镜子。这辆摩托车还装备了一种透明的挡风玻璃和后部附加的行李箱。图片背景为一个简朴的工作室环境，地面干净明亮。此外，还可以看到用于充电的黑色设备连接在摩托车下方。整体展示了这款电动摩托车的现代设计与功能特性。,Vespa电动车展示,27817bc2c30fbab254810e4a982b52ae,17171322288115886/origin_source/1720493267_sadKifpFHKZ7jh6e.JPG,4272,2848
,,这是一张展示典型的浅蓝色Vespa电动车的图片。摩托车配备了前后的镀铬保险杠，皮质座椅，及配有顶部行李箱。车头装有圆形的大灯和风挡玻璃，整体设计显得既时尚又实用。图片背景是一个简单的室内环境，摩托车前方左侧设有一个黑色的摄影灯架。,Vespa电动车展示,c9875192050734c20badc9da39162f5b,17171322288115886/origin_source/1720493139_hZ8ZJ3WWRWFEwRmY.JPG,4272,2848
,,这张图片展示了一辆银色的Vespa电动车，整体设计时尚而经典。车辆配备了前挡风玻璃和一个后置行李箱，显得实用而优雅。背景是一个简洁的摄影棚，使得主视觉焦点集中在摩托车本身。这种设计既突出了车辆的细节，也体现了其作为展示用途的功能性。,Vespa电动车展示,ea1c2d30d86873824e5b8c5fb2acd39a,17171322288115886/origin_source/1720493263_yt4Ehn6wreds7tx4.JPG,4272,2848
,,这是一张展示Vespa电动车的照片，摩托车呈现深灰色，配备了前后金属护栏和一个后部储物箱。该车辆还装备了透明的风挡和侧镜，展示了其经典而现代的设计风格。整体背景为简单的白色，与黑色支架和地面形成对比，突出了摩托车的细节。,Vespa电动车展示,263489b1284d3f23b2d10257adae6913,17171322288115886/origin_source/1720493210_C4YyNycybTST27DQ.JPG,4272,2848
